Адреса,Кількість кімнат,Площа,Ціна,Район,Станція метро,Координати адрес,Найближча станція,Відстань до метро
"просп. Берестейський(Перемоги), 43",3 кімнати,86 м²,17 000 грн,"Солом'янський,",Шулявська,"{'lat': 50.4533753, 'lng': 30.4508022}",Шулявська,1.902
"вул. Тараса Шевченка, 38",2 кімнати,55 м²,15 000 грн,"Шевченківський,",Університет,"{'lat': 50.445733, 'lng': 30.50071819999999}",Університет,2.298
"вул. Саперне Поле, 5",2 кімнати,80 м²,50 562 грн,"Печерський,",,"{'lat': 50.4190988, 'lng': 30.53113699999999}",Палац Україна,1.119
"вул. Драгомирова, 1-20а",3 кімнати,80 м²,37 453 грн,"Печерський,",,"{'lat': 50.4133862, 'lng': 30.5466086}",Дружби народів,1.711
"просп. Бажана Миколи, 20",2 кімнати,80 м²,38 000 грн,"Дарницький,",,"{'lat': 50.399942, 'lng': 30.645007}",Харківська,1.361
"просп. Оболонський, 26",4 кімнати,115 м²,65 543 грн,"Оболонський,",Мінська,"{'lat': 50.48630439999999, 'lng': 30.4982291}",Почайна,2.945
"вул. Драгомирова, 3",3 кімнати,90 м²,89 888 грн,"Печерський,",,"{'lat': 50.4125937, 'lng': 30.5468869}",Дружби народів,1.822
вул. Драгомирова,3 кімнати,120 м²,74 906 грн,"Печерський,",,"{'lat': 50.4121799, 'lng': 30.5462524}",Дружби народів,1.846
"Бойчука Михаила, 17",1 кімната,48 м²,33 708 грн,"Печерський,",,"{'lat': 50.412752, 'lng': 30.550927}",Дружби народів,1.721
"вул. Драгомирова, 18",2 кімнати,85 м²,26 217 грн,"Печерський,",,"{'lat': 50.4101577, 'lng': 30.5448784}",Дружби народів,2.166
"вул. Драгомирова, 18",4 кімнати,180 м²,74 906 грн,"Печерський,",,"{'lat': 50.4101577, 'lng': 30.5448784}",Дружби народів,2.166
"бул. Лесі Українки, 8",2 кімнати,60 м²,44 944 грн,"Печерський,",,"{'lat': 50.4364836, 'lng': 30.5273173}",Кловська,1.094
"вул. Драгомирова, 18",4 кімнати,125 м²,74 906 грн,"Печерський,",,"{'lat': 50.4101577, 'lng': 30.5448784}",Дружби народів,2.166
"вул. Драгомирова, 15Б",5 кімнат,222 м²,149 813 грн,"Печерський,",Печерська,"{'lat': 50.4081006, 'lng': 30.5449295}",Дружби народів,3.007
"вул. Драгомирова, 18",1 кімната,65 м²,31 835 грн,"Печерський,",,"{'lat': 50.4101577, 'lng': 30.5448784}",Дружби народів,2.166
"вул. Болсуновська, 2",2 кімнати,70 м²,37 453 грн,"Печерський,",,"{'lat': 50.4213737, 'lng': 30.5525159}",Дружби народів,1.647
"вул. Драгомирова, 18",5 кімнат,190 м²,116 105 грн,"Печерський,",,"{'lat': 50.4101577, 'lng': 30.5448784}",Дружби народів,2.166
"вул. Драгомирова, 18",2 кімнати,62 м²,29 963 грн,"Печерський,",,"{'lat': 50.4101577, 'lng': 30.5448784}",Дружби народів,2.166
"вул. Драгомирова, 1-20а",4 кімнати,180 м²,149 813 грн,"Печерський,",,"{'lat': 50.4133862, 'lng': 30.5466086}",Дружби народів,1.711
"вул. Ділова, 1/2",3 кімнати,103 м²,67 416 грн,"Печерський,",Олімпійська,"{'lat': 50.4296732, 'lng': 30.5204858}",Олімпійська,0.573
"бул. Лесі Українки, 8",3 кімнати,85 м²,44 944 грн,"Печерський,",Кловська,"{'lat': 50.4364836, 'lng': 30.5273173}",Кловська,1.094
"вул. Драгомирова, 18",4 кімнати,125 м²,86 142 грн,"Печерський,",,"{'lat': 50.4101577, 'lng': 30.5448784}",Дружби народів,2.166
"вул. Драгомирова, 18",3 кімнати,120 м²,65 543 грн,"Печерський,",,"{'lat': 50.4101577, 'lng': 30.5448784}",Дружби народів,2.166
"вул. Драгомирова, 18",2 кімнати,90 м²,33 708 грн,"Печерський,",,"{'lat': 50.4101577, 'lng': 30.5448784}",Дружби народів,2.166
"вул. Ділова, 2",2 кімнати,87 м²,44 944 грн,"Печерський,",,"{'lat': 50.4300933, 'lng': 30.5216232}",Олімпійська,0.621
"вул. Драгомирова, 1-20а",3 кімнати,118 м²,56 180 грн,"Печерський,",Дружби народів,"{'lat': 50.4133862, 'lng': 30.5466086}",Дружби народів,1.711
"пров. Лабораторний, 7",2 кімнати,63 м²,41 198 грн,"Печерський,",,"{'lat': 50.4254132, 'lng': 30.519832}",Палац Україна,1.103
"вул. Буслівська, 12",4 кімнати,122 м²,74 906 грн,"Печерський,",,"{'lat': 50.4073727, 'lng': 30.5566101}",Дружби народів,2.618
"вул. Деміївська, 62",3 кімнати,102 м²,78 652 грн,"Голосіївський,",,"{'lat': 50.3987853, 'lng': 30.4995792}",Голосіївська,1.313
"вул. Драгомирова, 11",4 кімнати,125 м²,74 906 грн,"Печерський,",,"{'lat': 50.409347, 'lng': 30.5458778}",Дружби народів,2.883
"вул. Горького, 44",2 кімнати,48 м²,37 453 грн,"Голосіївський,",Олімпійська,"{'lat': 50.4336785, 'lng': 30.5131808}",Олімпійська,0.388
"вул. Драгомирова, 18",2 кімнати,85 м²,41 198 грн,"Печерський,",,"{'lat': 50.4101577, 'lng': 30.5448784}",Дружби народів,2.166
"вул. Маккейна Джона, 7",2 кімнати,75 м²,37 453 грн,"Печерський,",,"{'lat': 50.4159539, 'lng': 30.5306472}",Либідська,1.072
"вул. Деміївська, 62",2 кімнати,65 м²,26 217 грн,"Голосіївський,",,"{'lat': 50.3987853, 'lng': 30.4995792}",Голосіївська,1.313
"вул. Драгомирова, 16",3 кімнати,85 м²,41 198 грн,"Печерський,",,"{'lat': 50.4106795, 'lng': 30.5455096}",Дружби народів,2.089
"вул. Драгомирова, 18",4 кімнати,150 м²,157 303 грн,"Печерський,",,"{'lat': 50.4101577, 'lng': 30.5448784}",Дружби народів,2.166
"вул. Драгомирова, 18",2 кімнати,65 м²,37 453 грн,"Печерський,",,"{'lat': 50.4101577, 'lng': 30.5448784}",Дружби народів,2.166
"вул. Драгомирова, 18",2 кімнати,86 м²,56 180 грн,"Печерський,",,"{'lat': 50.4101577, 'lng': 30.5448784}",Дружби народів,2.166
"вул. Драгомирова, 1-20а",1 кімната,60 м²,26 217 грн,"Печерський,",Дружби народів,"{'lat': 50.4133862, 'lng': 30.5466086}",Дружби народів,1.711
"вул. Драгомирова, 14",2 кімнати,85 м²,44 944 грн,"Печерський,",,"{'lat': 50.4118019, 'lng': 30.54562779999999}",Дружби народів,1.951
"вул. Драгомирова, 17",5 кімнат,217 м²,243 446 грн,"Печерський,",,"{'lat': 50.4084383, 'lng': 30.5438358}",Дружби народів,3.161
"вул. Велика Житомирська, 27",3 кімнати,80 м²,41 198 грн,"Печерський,",,"{'lat': 50.4551969, 'lng': 30.5108248}",Васильківська,1.383
"вул. Саперне Поле, 5",5 кімнат,153 м²,131 086 грн,"Печерський,",,"{'lat': 50.4190988, 'lng': 30.53113699999999}",Палац Україна,1.119
"вул. Драгомирова, 15А",5 кімнат,190 м²,86 142 грн,"Печерський,",,"{'lat': 50.4083814, 'lng': 30.54588439999999}",Дружби народів,2.971
"вул. Драгомирова, 20",2 кімнати,60 м²,37 453 грн,"Печерський,",,"{'lat': 50.4092905, 'lng': 30.5438982}",Дружби народів,2.472
"вул. Драгомирова, 15",2 кімнати,48 м²,37 453 грн,"Печерський,",Дружби народів,"{'lat': 50.408789, 'lng': 30.5449542}",Дружби народів,2.951
"вул. Деміївська, 62",3 кімнати,105 м²,26 217 грн,"Голосіївський,",,"{'lat': 50.3987853, 'lng': 30.4995792}",Голосіївська,1.313
"вул. Драгомирова, 16",2 кімнати,88 м²,48 689 грн,"Печерський,",,"{'lat': 50.4106795, 'lng': 30.5455096}",Дружби народів,2.089
"вул. Драгомирова, 18",2 кімнати,56 м²,26 217 грн,"Печерський,",,"{'lat': 50.4101577, 'lng': 30.5448784}",Дружби народів,2.166
"вул. Маккейна Джона, 26",3 кімнати,120 м²,56 180 грн,"Печерський,",,"{'lat': 50.4184533, 'lng': 30.5392407}",Дружби народів,1.281
"вул. Драгомирова, 18",2 кімнати,88 м²,41 198 грн,"Печерський,",,"{'lat': 50.4101577, 'lng': 30.5448784}",Дружби народів,2.166
"вул. Саперне Поле, 5",4 кімнати,140 м²,149 813 грн,"Печерський,",,"{'lat': 50.4190988, 'lng': 30.53113699999999}",Палац Україна,1.119
"вул. Драгомирова, 18",2 кімнати,85 м²,37 453 грн,"Печерський,",,"{'lat': 50.4101577, 'lng': 30.5448784}",Дружби народів,2.166
"Федорова, 2А",3 кімнати,109 м²,112 360 грн,"Печерський,",,"{'lat': 50.4288476, 'lng': 30.5199561}",Олімпійська,0.74
"Драгомирова вулиця, 1-20а",4 кімнати,130 м²,112 360 грн,"Печерський,",Печерська,"{'lat': 50.4133862, 'lng': 30.5466086}",Дружби народів,1.711
"вул. Драгомирова, 120А",2 кімнати,88 м²,41 198 грн,"Печерський,",,"{'lat': 50.4121799, 'lng': 30.5462524}",Дружби народів,1.846
"вул. Предславинська, 42А",2 кімнати,54 м²,29 963 грн,,,"{'lat': 50.4156007, 'lng': 30.525237}",Либідська,1.211
"пл. Лесі Українки, 7В",2 кімнати,62 м²,46 816 грн,"Печерський,",Палац спорту,"{'lat': 50.4273825, 'lng': 30.5400055}",Печерська,0.019
"вул. Драгомирова, 18",3 кімнати,110 м²,31 835 грн,"Печерський,",,"{'lat': 50.4101577, 'lng': 30.5448784}",Дружби народів,2.166
"Болсуновская, 2",3 кімнати,170 м²,374 532 грн,"Печерський,",,"{'lat': 50.4213737, 'lng': 30.5525159}",Дружби народів,1.647
"вул. Предславинська, 53",3 кімнати,94 м²,56 180 грн,"Печерський,",,"{'lat': 50.4163373, 'lng': 30.5264989}",Либідська,1.272
"вул. Драгомирова, 18",4 кімнати,130 м²,56 180 грн,"Печерський,",Дружби народів,"{'lat': 50.4101577, 'lng': 30.5448784}",Дружби народів,2.166
"вул. Жилянська, 68",2 кімнати,55 м²,48 689 грн,"Голосіївський,",,"{'lat': 50.436448, 'lng': 30.503023}",Університет,2.235
"вул. Драгомирова, 18",4 кімнати,114 м²,56 180 грн,"Печерський,",,"{'lat': 50.4101577, 'lng': 30.5448784}",Дружби народів,2.166
"вул. Академика Філатова, 53",4 кімнати,130 м²,56 180 грн,"Печерський,",,"{'lat': 50.41429, 'lng': 30.5324443}",Либідська,0.811
"наб. Дніпровська, 1Б",4 кімнати,140 м²,44 944 грн,"Дніпровський,",,"{'lat': 50.4287798, 'lng': 30.5945635}",Гідропарк,6.541
"вул. Горького, 44",2 кімнати,48 м²,37 453 грн,"Голосіївський,",,"{'lat': 50.4336785, 'lng': 30.5131808}",Олімпійська,0.388
"вул. Драгомирова, 17",3 кімнати,85 м²,61 798 грн,"Печерський,",,"{'lat': 50.4084383, 'lng': 30.5438358}",Дружби народів,3.161
"вул. Горького, 44",3 кімнати,73 м²,56 180 грн,"Голосіївський,",,"{'lat': 50.4336785, 'lng': 30.5131808}",Олімпійська,0.388
"вул. Драгомирова, 1-20а",2 кімнати,60 м²,41 198 грн,"Печерський,",,"{'lat': 50.4133862, 'lng': 30.5466086}",Дружби народів,1.711
